track_name,artist_name,release_date,genre,cluster
the old revolution,leonard cohen,1969,pop,1
tin angel,joni mitchell,1969,pop,1
mother nature's son,harry nilsson,1969,pop,12
how did the feeling feel to you,karen dalton,1969,pop,16
i think i understand,joni mitchell,1969,pop,17
going to the zoo,"peter, paul and mary",1969,pop,4
celebrate,three dog night,1969,pop,18
time to get alone,the beach boys,1969,pop,1
what a day,poco,1969,pop,8
"i have a song to sing, o!","peter, paul and mary",1969,pop,2
autopsy,fairport convention,1969,pop,1
somebody stole my thunder,georgie fame,1969,pop,7
rene de marie,triste janero,1969,pop,4
all through the night,"peter, paul and mary",1969,pop,18
story of isaac,leonard cohen,1969,pop,17
boy child,scott walker,1969,pop,1
"sweet cream ladies, forward march",the box tops,1969,pop,13
smokey joe's cafe,buddy holly,1969,pop,17
that song about the midway,joni mitchell,1969,pop,2
everyday with you girl,classics iv,1969,pop,15
the puppy song,harry nilsson,1969,pop,1
come all ye,fairport convention,1969,pop,2
if you gotta go,the flying burrito brothers,1970,pop,4
"yesterday, when i was young",shirley bassey,1970,pop,16
home again,glen campbell,1970,pop,2
the stealer,free,1970,pop,3
gotta travel on,bob dylan,1970,pop,2
lucretia's reprise,"blood, sweat & tears",1970,pop,15
beaucoups of blues,ringo starr,1970,pop,2
tortoise and the hare,the moody blues,1970,pop,4
blue money,van morrison,1970,pop,17
point it out,smokey robinson & the miracles,1970,pop,17
sympathy for the devil,"blood, sweat & tears",1970,pop,17
into the mystic,van morrison,1970,pop,2
we've only just begun,dionne warwick,1970,pop,16
i forgot more than you'll ever know,bob dylan,1970,pop,1
let it be me,bob dylan,1970,pop,13
carry on till tomorrow,badfinger,1970,pop,18
only a moment ago,the partridge family,1970,pop,16
woman,three dog night,1970,pop,13
brontosaurus,the move,1970,pop,7
give me a kiss,van morrison,1970,pop,13
days of '49,bob dylan,1970,pop,17
don't you feel small,the moody blues,1970,pop,7
this evening so soon,bob dylan,1970,pop,2
"cody, cody",the flying burrito brothers,1970,pop,2
look what you've done,bread,1970,pop,15
why do you keep me waiting,bread,1970,pop,4
errors of my way,wishbone ash,1970,pop,1
good time living,three dog night,1970,pop,16
oblio's return,harry nilsson,1970,pop,9
minstrel's song,the moody blues,1970,pop,2
good feeling,three dog night,1970,pop,14
i've been working,van morrison,1970,pop,15
song to the siren,tim buckley,1970,pop,13
get back,ike & tina turner,1970,pop,2
annie's going to sing her song,bob dylan,1970,pop,2
ghost story,john cale,1970,pop,16
lonesome suzie,"blood, sweat & tears",1970,pop,1
changes,donovan,1970,pop,5
nobody knows you when you're down and out,van morrison,1970,pop,16
wicked messenger,faces,1970,pop,17
(i can feel those vibrations) this love is real,jackie wilson,1970,pop,14
it's up to you,the moody blues,1970,pop,7
early in the morning,vanity fare,1970,pop,14
take me as i am (or let me go),bob dylan,1970,pop,7
honky tonk downstairs,poco,1970,pop,8
question,the moody blues,1970,pop,17
phoenix,wishbone ash,1970,pop,17
check out your mind,the impressions,1970,pop,4
adelaide,john cale,1970,pop,9
remember,free,1970,pop,3
the battle,"blood, sweat & tears",1970,pop,17
more,andy williams,1970,pop,16
feelin' alright,lulu,1970,pop,14
the other side of life,bread,1970,pop,16
we must be in love,the impressions,1970,pop,13
i should be proud,martha reeves & the vandellas,1970,pop,9
clara clairvoyant,donovan,1970,pop,9
big white cloud,john cale,1970,pop,18
without you,badfinger,1970,pop,16
bye bye love,simon & garfunkel,1970,pop,13
why don't you write me,simon & garfunkel,1970,pop,2
it's all in the game,four tops,1970,pop,1
i don't mind,badfinger,1970,pop,16
she even woke me up to say goodbye,jerry lee lewis,1970,pop,1
gypsy woman,brian hyland,1970,pop,13
fire and water,free,1970,pop,1
son of a preacher man,ike & tina turner,1970,pop,16
we gotta get you a woman,todd rundgren,1970,pop,7
mama nantucket,michael nesmith,1970,pop,16
montego bay,bobby bloom,1970,pop,19
one of these things first,nick drake,1970,pop,16
make it with you,bread,1970,pop,16
child of mine,carole king,1970,pop,16
arizona,mark lindsay,1970,pop,9
"so long, frank lloyd wright",simon & garfunkel,1970,pop,16
believe me,badfinger,1970,pop,19
"tighter, tighter",alive 'n kickin',1970,pop,8
come and get it,badfinger,1970,pop,3
slipping away,dave edmunds,1970,pop,10
the game,harry nilsson,1970,pop,17
gideon's bible,john cale,1970,pop,17
it's only make believe,glen campbell,1970,pop,16
janitor of lunacy,nico,1970,pop,16
i live one day at a time,joan baez,1970,pop,16
the pointed man,harry nilsson,1970,pop,17
add some music to your day,the beach boys,1970,pop,2
mr. big,free,1970,pop,17
are you sleeping?,harry nilsson,1970,pop,4
day of the locusts,bob dylan,1970,pop,2
workin' together,ike & tina turner,1970,pop,8
tears in the morning,the beach boys,1970,pop,1
how is it (we are here),the moody blues,1970,pop,17
happy heart,andy williams,1970,pop,2
walk out in the rain,badfinger,1970,pop,1
queen of the hours,electric light orchestra,1971,pop,4
what if i should say i love you,poco,1971,pop,7
jam,three dog night,1971,pop,14
pearl,the mamas & the papas,1971,pop,1
the shape of things to come,paul revere & the raiders,1971,pop,16
angelique,walter wanderley,1971,pop,17
mushroom,can,1971,pop,17
what a life i've led,the hollies,1971,pop,17
dear friend,wings,1971,pop,13
gerdundula,status quo,1971,pop,16
the bells,laura nyro,1971,pop,2
after you came,the moody blues,1971,pop,12
it's over,badfinger,1971,pop,14
jimmy mack,laura nyro,1971,pop,3
i am your singer,wings,1971,pop,2
tomorrow,wings,1971,pop,11
sometimes,badfinger,1971,pop,10
have you seen my baby?,flamin' groovies,1971,pop,13
with tomorrow,gene clark,1971,pop,16
"they caught the devil and put him in jail in eudora, arkansas",tony joe white,1971,pop,7
way back home,jr. walker & the all stars,1971,pop,2
that's how strong my love is,the youngbloods,1971,pop,14
day after day,badfinger,1971,pop,2
bring me coffee or tea,can,1971,pop,15
european blueboy,the mamas & the papas,1971,pop,18
danger heartbreak ahead,bonnie raitt,1971,pop,17
wild life,wings,1971,pop,9
meet me on the corner,lindisfarne,1971,pop,18
say you don't mind,colin blunstone,1971,pop,4
song of long ago,carole king,1971,pop,2
name of the game,badfinger,1971,pop,7
a little bit of soap,paul davis,1971,pop,8
growing away from me,carole king,1971,pop,1
walk in the night,jr. walker & the all stars,1971,pop,4
slowboat,sparks,1971,pop,11
rosemary blue,neil sedaka,1971,pop,16
perfection,badfinger,1971,pop,17
so far away (live),carole king,1971,pop,1
i feel the earth move (live),carole king,1971,pop,14
in the name,little richard,1971,pop,3
she loves the way they love her,colin blunstone,1971,pop,13
mexican divorce,burt bacharach,1971,pop,9
the dreamer,the moody blues,1971,pop,12
jail bait,wishbone ash,1971,pop,7
sweet lady mary,faces,1971,pop,1
here comes that rainy day feeling again,the fortunes,1971,pop,1
long dark road,the hollies,1971,pop,9
eve of destruction,paul revere & the raiders,1971,pop,7
can i have my money back?,gerry rafferty,1971,pop,3
peking o,can,1971,pop,3
mary skeffington,gerry rafferty,1971,pop,16
what am i gonna do,poco,1971,pop,1
oh yeah,can,1971,pop,16
dream baby (how long must i dream),glen campbell,1971,pop,11
sweet seasons,carole king,1971,pop,3
an old fashioned love song,three dog night,1971,pop,2
bluebird,bonnie raitt,1971,pop,2
it's going to take some time,carole king,1971,pop,4
hold your head up,argent,1971,pop,13
disney girls (1957),the beach boys,1971,pop,16
fall again,glenn lewis,1971,pop,1
will you still love me tomorrow (with james taylor),carole king,1971,pop,18
early in the morning,harry nilsson,1971,pop,14
my old man,joni mitchell,1971,pop,1
go down gamblin',"blood, sweat & tears",1971,pop,9
in my own dream,karen dalton,1971,pop,16
the way of love,cher,1971,pop,13
matrimony,gilbert o'sullivan,1971,pop,7
down,harry nilsson,1971,pop,14
draggin' the line,tommy james,1971,pop,4
anticipation,carly simon,1971,pop,4
river,joni mitchell,1971,pop,1
if,bread,1971,pop,16
don't pull your love out,"hamilton, joe frank & reynolds",1971,pop,9
without you,harry nilsson,1971,pop,16
stay with me,faces,1971,pop,4
so far away,carole king,1971,pop,1
(you make me feel like) a natural woman,carole king,1971,pop,14
where you lead,carole king,1971,pop,19
i feel the earth move,carole king,1971,pop,14
snowqueen of texas,the mamas & the papas,1971,pop,17
home again,carole king,1971,pop,2
thank you,bonnie raitt,1971,pop,16
blue,joni mitchell,1971,pop,2
smackwater jack,carole king,1971,pop,9
'til i die,the beach boys,1971,pop,16
indian reservation (the lament of the cherokee reservation indian),paul revere & the raiders,1971,pop,12
bless the telephone,labi siffre,1971,pop,2
too much attention,gilbert o'sullivan,1971,pop,7
avalanche,leonard cohen,1971,pop,16
go away little girl,donny osmond,1971,pop,8
since i fell for you,bonnie raitt,1971,pop,1
suitcase,badfinger,1971,pop,4
legend in your own time,carly simon,1971,pop,2
"another time, another place",engelbert humperdinck,1971,pop,1
go easy,john martyn,1971,pop,16
live in your love,bread,1971,pop,16
come again,bread,1971,pop,1
we've only just begun,andy williams,1971,pop,16
what a change,bread,1971,pop,18
nice to be here,the moody blues,1971,pop,0
she was my lady,bread,1971,pop,8
for a spanish guitar,gene clark,1971,pop,2
white light,gene clark,1971,pop,17
i'll be the one,badfinger,1971,pop,7
sweet tuesday morning,badfinger,1971,pop,16
our guessing game,the moody blues,1971,pop,16
how sweet it is,karen dalton,1971,pop,13
i'll never leave you,harry nilsson,1971,pop,1
one more time to live,the moody blues,1971,pop,16
adagio,santo & johnny,1971,pop,16
(where do i begin) love story,shirley bassey,1971,pop,16
white line fever,the flying burrito brothers,1971,pop,17
mr. radio,electric light orchestra,1971,pop,0
"take me girl, i'm ready",jr. walker & the all stars,1971,pop,4
when a man loves a woman,karen dalton,1971,pop,13
welcome to the music,bread,1972,pop,7
the night the carousel burned down,todd rundgren,1972,pop,1
keep our love alive,paul davis,1972,pop,17
sad cinderella,townes van zandt,1972,pop,17
remember (christmas),harry nilsson,1972,pop,16
love has no pride,bonnie raitt,1972,pop,1
"sisters, o sisters",yoko ono,1972,pop,12
peaceful,helen reddy,1972,pop,16
sometime world,wishbone ash,1972,pop,16
night owl,carly simon,1972,pop,18
pack fair and square,the j. geils band,1972,pop,11
everybody's somebody's fool,michael jackson,1972,pop,5
love is here and now you're gone,michael jackson,1972,pop,1
cecilia,simon & garfunkel,1972,pop,11
late again,stealers wheel,1972,pop,4
it was so easy,carly simon,1972,pop,16
keeper of the castle,four tops,1972,pop,17
in our small way,michael jackson,1972,pop,16
sweeter memories,todd rundgren,1972,pop,16
god gave rock and roll to you,argent,1972,pop,16
black maria,todd rundgren,1972,pop,17
our lives are shaped by what we love,odyssey,1972,pop,5
down on my knees,bread,1972,pop,19
soup,can,1972,pop,16
when the shit hits the fan / sunset blvd.,todd rundgren,1972,pop,9
souvenirs,john prine,1972,pop,1
breathless,todd rundgren,1972,pop,15
the air that i breathe,albert hammond,1972,pop,17
le feel internacionale,todd rundgren,1972,pop,14
can't get it out of my head,electric light orchestra,1972,pop,17
this isn't what the governmeant,bread,1972,pop,7
intro,todd rundgren,1972,pop,2
warrior,wishbone ash,1972,pop,16
"crying, laughing, loving, lying",labi siffre,1972,pop,1
freakin' at the freakers' ball,dr. hook,1972,pop,17
some folks is even whiter than me,todd rundgren,1972,pop,17
you don't have to camp around,todd rundgren,1972,pop,13
sea breezes,roxy music,1972,pop,16
"hold on, dear brother",the beach boys,1972,pop,8
last night i didn't get to sleep at all,the 5th dimension,1972,pop,4
alone again (naturally),gilbert o'sullivan,1972,pop,1
save it,gilbert o'sullivan,1972,pop,7
and i love you so,helen reddy,1972,pop,16
sheraton gibson,pete townshend,1972,pop,2
walking in the rain,the partridge family,1972,pop,15
half heaven half heartache,gene pitney,1972,pop,13
ladytron,roxy music,1972,pop,15
throw down the sword,wishbone ash,1972,pop,17
sea diver,mott the hoople,1972,pop,9
and settlin' down,poco,1972,pop,2
makin' it natural,dr. hook,1972,pop,9
simple song of freedom,bobby darin,1972,pop,12
when she cries,dr. hook,1972,pop,11
just another onionhead / da da dali,todd rundgren,1972,pop,17
jack palance,van dyke parks,1972,pop,1
hummingbird,seals and crofts,1972,pop,1
would you believe?,roxy music,1972,pop,11
all this is that,the beach boys,1972,pop,16
ready for love / after lights,mott the hoople,1972,pop,4
i wanna be with you,raspberries,1972,pop,4
listen to the lion,van morrison,1972,pop,1
boogie woogie bugle boy,bette midler,1972,pop,2
(the man who shot) liberty valance,gene pitney,1972,pop,17
sweet jane,mott the hoople,1972,pop,13
only love can break a heart,gene pitney,1972,pop,1
peace like a river,paul simon,1972,pop,16
place to be,nick drake,1972,pop,17
garden party,ricky nelson,1972,pop,2
evil woman,electric light orchestra,1972,pop,17
guitar man,bread,1972,pop,2
go all the way,raspberries,1972,pop,13
baby i'm-a want you,bread,1972,pop,11
i'll play for you,seals and crofts,1972,pop,2
here she comes,the beach boys,1972,pop,2
watch me,labi siffre,1972,pop,18
diamond girl,seals and crofts,1972,pop,15
got to be there,michael jackson,1972,pop,16
let's pretend,raspberries,1972,pop,11
time was,wishbone ash,1972,pop,16
my life is right,big star,1972,pop,4
cold morning light,todd rundgren,1972,pop,18
armistice day,paul simon,1972,pop,2
bookends,simon & garfunkel,1972,pop,4
yours for life,bread,1972,pop,1
spoon,can,1972,pop,18
pure and easy,pete townshend,1972,pop,2
sing swan song,can,1972,pop,2
everything put together falls apart,paul simon,1972,pop,1
a good feelin' to know,poco,1972,pop,14
solitaire,neil sedaka,1972,pop,1
it's a sunshine day,the brady bunch,1972,pop,19
the king will come,wishbone ash,1972,pop,17
(it's the way) nature planned it,four tops,1972,pop,7
you're breakin' my heart,harry nilsson,1972,pop,1
zen archer,todd rundgren,1972,pop,15
just like yesterday,bread,1972,pop,1
we've got a good thing going,michael jackson,1972,pop,14
automatically sunshine,the supremes,1972,pop,9
been to canaan,carole king,1972,pop,16
2hb,roxy music,1972,pop,16
holly holy,neil diamond,1973,pop,18
the twelfth of never,donny osmond,1973,pop,13
honaloochie boogie,mott the hoople,1973,pop,19
a song for you,andy williams,1973,pop,16
sand in my face,10cc,1973,pop,15
ocean breakup / king of the universe,electric light orchestra,1973,pop,18
mama,electric light orchestra,1973,pop,8
the air that i breathe,the hollies,1973,pop,19
little darlin',the diamonds,1973,pop,8
it had to be you,harry nilsson,1973,pop,16
everybody's talkin',neil diamond,1973,pop,18
tongue-tied,orleans,1973,pop,17
i love you secretly,the miracles,1973,pop,16
only you (and you alone),the platters,1973,pop,13
lily of the west,bob dylan,1973,pop,18
love isn't easy (but it sure is hard enough),abba,1973,pop,7
leaving this town,the beach boys,1973,pop,16
coz i luv you,slade,1973,pop,15
make up your mind,the j. geils band,1973,pop,4
midnight train to georgia,gladys knight & the pips,1973,pop,16
tonight,raspberries,1973,pop,4
a song for europe,roxy music,1973,pop,16
the trader,the beach boys,1973,pop,16
bel air,can,1973,pop,0
all summer long,the beach boys,1973,pop,2
all the things you are,michael jackson,1973,pop,7
blank frank,brian eno,1973,pop,0
my love,wings,1973,pop,14
new world rising / ocean breakup reprise,electric light orchestra,1973,pop,2
the mess,wings,1973,pop,13
the real me,pete townshend,1973,pop,14
half past france,john cale,1973,pop,0
have you seen my baby,ringo starr,1973,pop,13
leave me alone (ruby red dress),helen reddy,1973,pop,10
i saw it in the mirror,abba,1973,pop,1
young love,donny osmond,1973,pop,13
i write the songs,barry manilow,1973,pop,2
sail around the world,david gates,1973,pop,16
medley: hold me tight/lazy dynamite/hands of love/power cut,wings,1973,pop,13
me and bobby and bobby's brother,abba,1973,pop,16
i am your child,barry manilow,1973,pop,12
big barn bed,wings,1973,pop,4
i feel the same,bonnie raitt,1973,pop,1
until it's time for you to go,neil diamond,1973,pop,16
song sung blue,neil diamond,1973,pop,2
"ring, ring",abba,1973,pop,2
i don't need no reason,the miracles,1973,pop,5
here we go again,poco,1973,pop,7
little woman love,wings,1973,pop,8
part of the union,strawbs,1973,pop,17
should i wait,raspberries,1973,pop,10
"living together, growing together",the 5th dimension,1973,pop,16
grand hotel,procol harum,1973,pop,4
private world,new york dolls,1973,pop,5
life ain't easy,dr. hook,1973,pop,12
i can see clearly now,gladys knight & the pips,1973,pop,1
i can't believe how much i love you,tony orlando & dawn,1973,pop,7
play me,neil diamond,1973,pop,2
this door swings both ways,herman's hermits,1973,pop,16
headline hustler,10cc,1973,pop,7
just another honky,faces,1973,pop,1
you're gonna need me,dionne warwick,1973,pop,13
mr. blue sky,electric light orchestra,1973,pop,2
lullaby in ragtime,harry nilsson,1973,pop,2
for once in my life,gladys knight & the pips,1973,pop,16
ready to take a chance again,barry manilow,1973,pop,16
something big,burt bacharach,1973,pop,16
future days,can,1973,pop,0
please don't bury me,john prine,1973,pop,17
lonely looking sky,neil diamond,1973,pop,15
sweet talkin' woman,electric light orchestra,1973,pop,13
needles in the camel's eye,brian eno,1973,pop,2
on some faraway beach,brian eno,1973,pop,1
here come the warm jets,brian eno,1973,pop,0
something so right,paul simon,1973,pop,4
don't bring me down,electric light orchestra,1973,pop,2
half-breed,cher,1973,pop,12
showdown,electric light orchestra,1973,pop,16
best thing that ever happened to me,gladys knight & the pips,1973,pop,7
sweet revenge,john prine,1973,pop,17
photograph,ringo starr,1973,pop,1
these days,jackson browne,1973,pop,16
knockin' on heaven's door,bob dylan,1973,pop,18
secret agent man,johnny rivers,1973,pop,1
if you go away,neil diamond,1973,pop,18
disillusion,abba,1973,pop,1
you're sixteen (you’re beautiful and you’re mine),ringo starr,1973,pop,15
48 crash,suzi quatro,1973,pop,17
sing my songs to me,jackson browne,1973,pop,2
the bogus man,roxy music,1973,pop,17
day by day,the 5th dimension,1973,pop,8
as time goes by,harry nilsson,1973,pop,16
dolphins,tim buckley,1973,pop,7
some of them are old,brian eno,1973,pop,0
hanky panky nohow,john cale,1973,pop,16
star,stealers wheel,1973,pop,7
can't help falling in love,bob dylan,1973,pop,8
96 tears,the modern lovers,1973,pop,1
the times you've come,jackson browne,1973,pop,16
killing me softly with his song,anne murray,1973,pop,2
with a child's heart,michael jackson,1973,pop,12
magnolia,poco,1973,pop,11
girl from germany,sparks,1973,pop,2
can the can,suzi quatro,1973,pop,0
bluebird is dead,electric light orchestra,1973,pop,16
pills,new york dolls,1973,pop,17
was a sunny day,paul simon,1973,pop,2
hold on tight,electric light orchestra,1973,pop,13
intone my servant,seals and crofts,1973,pop,2
learn how to fall,paul simon,1973,pop,18
casanova,roxy music,1974,pop,4
waterloo,abba,1974,pop,7
bringing it back,kansas,1974,pop,9
falling in love with myself again,sparks,1974,pop,1
what is success,bonnie raitt,1974,pop,7
gonna sing you my love song,abba,1974,pop,2
watch out,abba,1974,pop,18
death of mother nature suite,kansas,1974,pop,5
tryin' to get the feeling again,barry manilow,1974,pop,14
oh boy!,the crickets,1974,pop,7
hasta manana,abba,1974,pop,5
from a silver phial,gene clark,1974,pop,18
i tried to leave you,leonard cohen,1974,pop,1
king kong song,abba,1974,pop,2
karvaten badalte rahe,kishore kumar,1974,pop,2
mandy,barry manilow,1974,pop,1
looks like we made it,barry manilow,1974,pop,15
never say goodbye,bob dylan,1974,pop,17
a.c.d.c.,sweet,1974,pop,3
journey from mariabronn,kansas,1974,pop,5
blackmail,robert palmer,1974,pop,7
love time,badfinger,1974,pop,16
falling calling,the hollies,1974,pop,8
i got plenty,bonnie raitt,1974,pop,16
you're so fine,badfinger,1974,pop,17
true one,gene clark,1974,pop,9
human being,new york dolls,1974,pop,19
belexes,kansas,1974,pop,7
no you don't,sweet,1974,pop,7
i would have loved you anyway,the partridge family,1974,pop,4
people's parties,joni mitchell,1974,pop,1
be my day,the cats,1974,pop,19
you made me believe in magic,bay city rollers,1974,pop,5
if you ever go,the partridge family,1974,pop,7
clockwork creep,10cc,1974,pop,4
talent is an asset,sparks,1974,pop,10
all my life,harry nilsson,1974,pop,9
homeward bound,paul simon,1974,pop,2
smoke gets in your eyes,bryan ferry,1974,pop,7
stage fright,bob dylan,1974,pop,17
persephone,wishbone ash,1974,pop,18
love makes the world go round,the hollies,1974,pop,9
bandstand boogie,barry manilow,1974,pop,2
twilight zone,van morrison,1974,pop,7
walking in the rain,david cassidy,1974,pop,16
new york city rhythm,barry manilow,1974,pop,9
emily,john cale,1974,pop,13
got you on my mind,bonnie raitt,1974,pop,1
daybreak,barry manilow,1974,pop,18
triptych,roxy music,1974,pop,18
the real feeling,ace,1974,pop,14
withered and died,richard thompson,1974,pop,18
you got to be ready for love (if you wanna be mine),bonnie raitt,1974,pop,4
the wall street shuffle,10cc,1974,pop,9
ain't nothin' you can do,van morrison,1974,pop,3
here in heaven,sparks,1974,pop,7
bitter sweet,roxy music,1974,pop,9
fear is a man's best friend,john cale,1974,pop,7
eldorado,electric light orchestra,1974,pop,16
there goes my everything,engelbert humperdinck,1974,pop,14
lover lover lover,leonard cohen,1974,pop,13
it's so easy,the crickets,1974,pop,1
am i that easy to forget,engelbert humperdinck,1974,pop,1
don't be cruel,billy swan,1974,pop,1
"yesterday, when i was young",glen campbell,1974,pop,18
stones,neil diamond,1974,pop,17
raining in my heart,buddy holly,1974,pop,1
longfellow serenade,neil diamond,1974,pop,2
boy blue,electric light orchestra,1974,pop,2
before the deluge,jackson browne,1974,pop,18
many rivers to cross,harry nilsson,1974,pop,17
life's greatest fool,gene clark,1974,pop,16
saturday night,bay city rollers,1974,pop,4
true love ways,buddy holly,1974,pop,16
how long,ace,1974,pop,4
fox on the run,sweet,1974,pop,17
no other,gene clark,1974,pop,0
i woke up in love this morning,david cassidy,1974,pop,14
strength of strings,gene clark,1974,pop,2
bring it on home to me,van morrison,1974,pop,2
heartbeat,buddy holly,1974,pop,13
out of the blue,roxy music,1974,pop,10
devil gate drive,suzi quatro,1974,pop,11
mister kingdom,electric light orchestra,1974,pop,1
prairie rose,roxy music,1974,pop,2
love me for a reason,the osmonds,1974,pop,15
three and nine,roxy music,1974,pop,16
crash street kids,mott the hoople,1974,pop,9
the six teens,sweet,1974,pop,7
daydreamer,david cassidy,1974,pop,16
something there is about you,bob dylan,1974,pop,17
eldorado finale,electric light orchestra,1974,pop,18
a dream goes on forever,todd rundgren,1974,pop,16
the way we were / try to remember,gladys knight & the pips,1974,pop,16
haven't got time for the pain,carly simon,1974,pop,1
get outside,robert palmer,1974,pop,17
swamp witch,jim stafford,1974,pop,9
one man woman/one woman man,paul anka,1974,pop,7
wedding song,bob dylan,1974,pop,17
buffalo ballet,john cale,1974,pop,17
overnight sensation,raspberries,1974,pop,19
breaking up is hard to do,the partridge family,1974,pop,1
bonaparte's retreat,glen campbell,1974,pop,13
make yours a happy home,gladys knight & the pips,1974,pop,2
summer days,the partridge family,1974,pop,18
zindagi ke safar mein,kishore kumar,1974,pop,18
tema de amor,julio iglesias,1975,pop,13
i almost called your name,freddy fender,1975,pop,13
mysteries and mayhem,kansas,1975,pop,17
when the party's over,janis ian,1975,pop,18
we've got forever,michael jackson,1975,pop,16
shadows and light,joni mitchell,1975,pop,16
you've given me something,orleans,1975,pop,18
please don't tell me how the story ends,freddy fender,1975,pop,16
really rosie,carole king,1975,pop,16
it's you,kansas,1975,pop,7
all for the love of a girl,lobo,1975,pop,16
sirens of titan,al stewart,1975,pop,17
hot diggity (dog ziggity boom),perry como,1975,pop,13
time waits for no one,ambrosia,1975,pop,4
swearin' to god,frankie valli,1975,pop,15
stardust,johnny mathis,1975,pop,1
attitude dancing,carly simon,1975,pop,18
coat of many colors,emmylou harris,1975,pop,17
sentimental fool,roxy music,1975,pop,7
call me back again,wings,1975,pop,2
fountain of sorrow,joan baez,1975,pop,15
you are there,michael jackson,1975,pop,16
elegie,patti smith,1975,pop,16
(i believe) there's nothing stronger than our love,paul anka,1975,pop,5
life is a minestrone,10cc,1975,pop,17
sweet dreams,emmylou harris,1975,pop,13
jesse,joan baez,1975,pop,18
never dreamed you'd leave in summer,joan baez,1975,pop,2
after the fire is gone,freddy fender,1975,pop,2
cinderella stay awhile,michael jackson,1975,pop,18
child of innocence,kansas,1975,pop,10
screaming and yelling,carole king,1975,pop,17
seven lonely nights,four tops,1975,pop,10
dida,joan baez,1975,pop,2
i'd build a bridge,glen campbell,1975,pop,17
medicine jar,wings,1975,pop,7
what do you want from life,the tubes,1975,pop,5
walk away renee,frankie valli,1975,pop,10
mondo bondage,the tubes,1975,pop,1
universal soldier,lobo,1975,pop,17
the ballad of chicken soup,carole king,1975,pop,1
i don't wanna talk about it,indigo girls,1975,pop,1
light a light,janis ian,1975,pop,18
disney girls,captain & tennille,1975,pop,16
you can't get here from there,freddy fender,1975,pop,2
another year,labi siffre,1975,pop,7
bottle let me down,emmylou harris,1975,pop,9
nothing was delivered,bob dylan,1975,pop,7
whirlwind,roxy music,1975,pop,9
hold me close,david essex,1975,pop,18
statue of liberty,little river band,1975,pop,8
in my eyes,frankie valli,1975,pop,1
don't back down,the beach boys,1975,pop,9
nightingale,roxy music,1975,pop,18
orange juice blues,bob dylan,1975,pop,4
"here, there and everywhere",emmylou harris,1975,pop,16
white punks on dope,the tubes,1975,pop,9
fine time,robert palmer,1975,pop,4
he don't love you [like i love you],tony orlando & dawn,1975,pop,15
city of angels,the miracles,1975,pop,18
one summer dream,electric light orchestra,1975,pop,2
slip slidin' away (demo),paul simon,1975,pop,1
sing child,heart,1975,pop,2
never let her go,david gates,1975,pop,8
it's impossible,perry como,1975,pop,16
at seventeen,janis ian,1975,pop,16
"i do, i do, i do, i do, i do",abba,1975,pop,5
s.o.s.,abba,1975,pop,14
make me smile (come up and see me),steve harley,1975,pop,10
papa loves mambo,perry como,1975,pop,8
shelter from the storm,bob dylan,1975,pop,17
my little town,simon & garfunkel,1975,pop,8
times of your life,paul anka,1975,pop,16
you're a big girl now,bob dylan,1975,pop,16
never gonna fall in love again,eric carmen,1975,pop,1
wasted days and wasted nights,freddy fender,1975,pop,1
catch a falling star (with mitchell ayres and his orchestra & the ray charles singers),perry como,1975,pop,1
"hey, hey helen",abba,1975,pop,7
break away,the beach boys,1975,pop,12
before the next teardrop falls,freddy fender,1975,pop,1
all the world,kansas,1975,pop,16
the millionaire,dr. hook,1975,pop,9
down home town,electric light orchestra,1975,pop,2
if i could only win your love,emmylou harris,1975,pop,1
no regrets,the walker brothers,1975,pop,1
together again,emmylou harris,1975,pop,1
break it up,patti smith,1975,pop,1
everybody's makin' it big but me,dr. hook,1975,pop,19
spanish train,chris de burgh,1975,pop,8
two cents worth,kansas,1975,pop,7
roses are red,freddy fender,1975,pop,2
silent eyes,paul simon,1975,pop,18
the pinnacle,kansas,1975,pop,5
don't let the stars get in your eyes,perry como,1975,pop,18
dear michael,michael jackson,1975,pop,2
take me back,michael jackson,1975,pop,11
our day will come,frankie valli,1975,pop,11
i'd do it for your love,paul simon,1975,pop,2
goin' to acapulco,bob dylan,1975,pop,14
gone at last,paul simon,1975,pop,14
must do something about it,wings,1976,pop,4
lonely night (angel face),captain & tennille,1976,pop,4
the long and winding road,olivia newton-john,1976,pop,1
the path,orleans,1976,pop,16
don't touch me there,the tubes,1976,pop,13
loving her was easier,josé feliciano,1976,pop,2
somewhere i've never travelled,ambrosia,1976,pop,18
no way out,firefall,1976,pop,19
i've never been to me,randy crawford,1976,pop,16
georgie,pussycat,1976,pop,2
hold on to my love,leo sayer,1976,pop,13
all the time,barry manilow,1976,pop,4
winter melody,donna summer,1976,pop,2
like fire,joan armatrading,1976,pop,15
amazing grace,joan baez,1976,pop,16
somebody who loves you,joan armatrading,1976,pop,13
sometimes,flamin' groovies,1976,pop,7
i love you more than ever,"blood, sweat & tears",1976,pop,16
reflections,leo sayer,1976,pop,10
pumping,patti smith,1976,pop,11
lonely boy,andrew gold,1976,pop,12
the note you never wrote,wings,1976,pop,2
save me,joan armatrading,1976,pop,17
modern world,the modern lovers,1976,pop,15
broadway hotel,al stewart,1976,pop,18
the bum,orleans,1976,pop,7
2hb,bryan ferry,1976,pop,5
lazy ways,10cc,1976,pop,16
let yourself go,the supremes,1976,pop,14
